年度,地區別,蔬菜類別,種植面積,收穫面積,每公頃平均產量,產量,
2016,連江縣,金針菜,-,-,-,-,
2016,新北市,越瓜,-,-,-,-,
2016,台北市,越瓜,-,-,-,-,
2016,桃園市,越瓜,2,2,15040,26,
2016,台中市,越瓜,3,3,13145,33,
2016,台南市,越瓜,6,6,13571,86,
2016,高雄市,越瓜,11,11,22796,254,
2016,宜蘭縣,越瓜,3,3,14062,48,
2016,新竹縣,越瓜,3,3,15507,46,
2016,苗栗縣,越瓜,2,2,18379,35,
2016,彰化縣,越瓜,20,20,18666,381,
2016,南投縣,越瓜,-,-,-,-,
2016,雲林縣,越瓜,61,61,17975,1097,
2016,嘉義縣,越瓜,63,63,14153,889,
2016,屏東縣,越瓜,14,14,15604,225,
2016,台東縣,越瓜,1,1,16000,11,
2016,花蓮縣,越瓜,3,3,12573,34,
2016,澎湖縣,越瓜,9,9,6711,59,
2016,基隆市,越瓜,-,-,-,-,
2016,新竹市,越瓜,1,1,15000,21,
2016,嘉義市,越瓜,-,-,-,-,
2016,金門縣,越瓜,-,-,-,-,
2016,連江縣,越瓜,-,-,-,-,
2016,新北市,胡瓜,39,39,13774,537,
2016,台北市,胡瓜,0,0,3594,1,
2016,桃園市,胡瓜,11,11,15747,168,
2016,台中市,胡瓜,12,12,17846,218,
2016,台南市,胡瓜,85,84,19641,1641,
2016,高雄市,胡瓜,286,286,25532,7297,
2016,宜蘭縣,胡瓜,14,14,15746,215,
2016,新竹縣,胡瓜,7,7,11538,86,
2016,苗栗縣,胡瓜,101,101,19758,1992,
2016,彰化縣,胡瓜,240,240,22408,5369,
2016,南投縣,胡瓜,118,118,21870,2578,
2016,雲林縣,胡瓜,266,266,21756,5794,
2016,嘉義縣,胡瓜,122,122,19342,2364,
2016,屏東縣,胡瓜,765,765,24853,19002,
2016,台東縣,胡瓜,14,14,18234,252,
2016,花蓮縣,胡瓜,28,28,11978,335,
2016,澎湖縣,胡瓜,4,4,6600,24,
2016,基隆市,胡瓜,1,1,9586,8,
2016,新竹市,胡瓜,2,2,11000,17,
2016,嘉義市,胡瓜,2,2,14375,23,
2016,金門縣,胡瓜,0,0,16975,7,
2016,連江縣,胡瓜,-,-,-,-,
2016,新北市,冬瓜,71,71,12190,860,
2016,台北市,冬瓜,5,5,13450,73,
2016,桃園市,冬瓜,25,25,15981,392,
2016,台中市,冬瓜,152,152,22225,3370,
2016,台南市,冬瓜,10,9,17314,162,
2016,高雄市,冬瓜,66,66,30234,1982,
2016,宜蘭縣,冬瓜,35,35,21640,755,
2016,新竹縣,冬瓜,14,14,13879,196,
2016,苗栗縣,冬瓜,90,90,21987,1973,
2016,彰化縣,冬瓜,276,274,29657,8138,
2016,南投縣,冬瓜,1,1,20065,15,
2016,雲林縣,冬瓜,58,58,20665,1203,
2016,嘉義縣,冬瓜,65,65,20723,1339,
2016,屏東縣,冬瓜,233,233,16643,3885,
2016,台東縣,冬瓜,73,73,22165,1618,
2016,花蓮縣,冬瓜,159,156,17674,2750,
2016,澎湖縣,冬瓜,2,2,9266,16,
2016,基隆市,冬瓜,0,0,9579,2,
2016,新竹市,冬瓜,2,2,13835,31,
2016,嘉義市,冬瓜,-,-,-,-,
2016,金門縣,冬瓜,0,0,20671,4,
2016,連江縣,冬瓜,-,-,-,-,
2016,新北市,苦瓜,15,15,10944,161,
2016,台北市,苦瓜,0,0,7414,2,
2016,桃園市,苦瓜,1,1,13946,8,
2016,台中市,苦瓜,137,137,16746,2302,
2016,台南市,苦瓜,37,36,17441,626,
2016,高雄市,苦瓜,162,160,15439,2476,
2016,宜蘭縣,苦瓜,5,5,14566,68,
2016,新竹縣,苦瓜,18,18,12081,220,
2016,苗栗縣,苦瓜,60,60,14907,895,
2016,彰化縣,苦瓜,219,219,21762,4773,
2016,南投縣,苦瓜,101,101,14851,1506,
2016,雲林縣,苦瓜,27,27,15803,427,
2016,嘉義縣,苦瓜,116,116,15748,1821,
2016,屏東縣,苦瓜,620,620,16970,10516,
2016,台東縣,苦瓜,13,13,25138,317,
2016,花蓮縣,苦瓜,28,28,11240,318,
2016,澎湖縣,苦瓜,1,1,6500,9,
2016,基隆市,苦瓜,0,0,9295,4,
2016,新竹市,苦瓜,1,1,9167,6,
2016,嘉義市,苦瓜,4,4,11556,42,
2016,金門縣,苦瓜,0,0,19917,5,
2016,連江縣,苦瓜,-,-,-,-,
2016,新北市,茄子,29,29,9736,287,
2016,台北市,茄子,7,7,7260,48,
2016,桃園市,茄子,1,1,12655,18,
2016,台中市,茄子,5,5,11588,62,
2016,台南市,茄子,16,16,15412,246,
2016,高雄市,茄子,110,110,14735,1619,
2016,宜蘭縣,茄子,3,3,12875,38,
2016,新竹縣,茄子,9,9,10731,94,
2016,苗栗縣,茄子,5,5,10445,53,
2016,彰化縣,茄子,220,220,21696,4769,
2016,南投縣,茄子,132,132,13429,1776,
2016,雲林縣,茄子,105,105,17147,1799,
2016,嘉義縣,茄子,26,26,16863,445,
2016,屏東縣,茄子,553,553,23611,13046,
2016,台東縣,茄子,9,9,14662,135,
2016,花蓮縣,茄子,21,21,8769,186,
2016,澎湖縣,茄子,-,-,-,-,
2016,基隆市,茄子,0,0,8816,4,
2016,新竹市,茄子,1,1,9500,6,
2016,嘉義市,茄子,-,-,-,-,
2016,金門縣,茄子,0,0,16283,4,
2016,連江縣,茄子,-,-,-,-,
2016,新北市,菜豆,37,37,9493,347,
2016,台北市,菜豆,4,4,7447,27,
2016,桃園市,菜豆,1,1,13356,16,
2016,台中市,菜豆,5,5,9871,48,
2016,台南市,菜豆,13,12,13979,171,
2016,高雄市,菜豆,185,185,12089,2236,
2016,宜蘭縣,菜豆,6,6,13050,81,
2016,新竹縣,菜豆,6,6,9024,58,
2016,苗栗縣,菜豆,7,7,8734,63,
2016,彰化縣,菜豆,116,116,12752,1478,
2016,南投縣,菜豆,7,7,10829,76,
2016,雲林縣,菜豆,104,104,11737,1221,
2016,嘉義縣,菜豆,36,36,10379,376,
2016,屏東縣,菜豆,324,324,9957,3222,
2016,台東縣,菜豆,7,7,6933,49,
2016,花蓮縣,菜豆,21,21,9476,195,
2016,澎湖縣,菜豆,17,17,6661,111,
2016,基隆市,菜豆,0,0,9528,3,
2016,新竹市,菜豆,1,1,9500,10,
2016,嘉義市,菜豆,1,1,15000,17,
2016,金門縣,菜豆,0,0,16219,3,
2016,連江縣,菜豆,-,-,-,-,
2016,新北市,豌豆,2,2,9710,17,
2016,台北市,豌豆,2,2,7332,14,
2016,桃園市,豌豆,0,0,9900,1,
2016,台中市,豌豆,10,10,9346,98,
2016,台南市,豌豆,2,2,6677,11,
2016,高雄市,豌豆,1,1,6861,10,
2016,宜蘭縣,豌豆,1,1,7393,5,
2016,新竹縣,豌豆,2,2,7421,17,
2016,苗栗縣,豌豆,4,4,7003,28,
2016,彰化縣,豌豆,504,504,8103,4081,
2016,南投縣,豌豆,9,9,9919,88,
2016,雲林縣,豌豆,11,11,7985,90,
2016,嘉義縣,豌豆,2,2,7911,14,
2016,屏東縣,豌豆,-,-,-,-,
2016,台東縣,豌豆,1,1,7955,9,
2016,花蓮縣,豌豆,2,2,8076,19,
2016,澎湖縣,豌豆,-,-,-,-,
2016,基隆市,豌豆,-,-,-,-,
2016,新竹市,豌豆,0,0,7100,0,
2016,嘉義市,豌豆,-,-,-,-,
2016,金門縣,豌豆,-,-,-,-,
2016,連江縣,豌豆,-,-,-,-,
2016,新北市,毛豆,-,-,-,-,
2016,台北市,毛豆,-,-,-,-,
2016,桃園市,毛豆,-,-,-,-,
2016,台中市,毛豆,1,1,8544,13,
2016,台南市,毛豆,101,75,6056,454,
2016,高雄市,毛豆,1283,1283,10579,13572,
2016,宜蘭縣,毛豆,-,-,-,-,
2016,新竹縣,毛豆,-,-,-,-,
2016,苗栗縣,毛豆,0,0,6650,1,
2016,彰化縣,毛豆,130,130,8280,1078,
2016,南投縣,毛豆,-,-,-,-,
2016,雲林縣,毛豆,1374,1374,7141,9814,
2016,嘉義縣,毛豆,1087,1087,8373,9099,
2016,屏東縣,毛豆,4334,4334,6398,27726,
2016,台東縣,毛豆,3,3,7791,26,
2016,花蓮縣,毛豆,-,-,-,-,
2016,澎湖縣,毛豆,-,-,-,-,
2016,基隆市,毛豆,-,-,-,-,
2016,新竹市,毛豆,-,-,-,-,
2016,嘉義市,毛豆,-,-,-,-,
2016,金門縣,毛豆,-,-,-,-,
2016,連江縣,毛豆,-,-,-,-,
2016,新北市,番茄,1,1,11062,12,
2016,台北市,番茄,22,22,15407,335,
2016,桃園市,番茄,28,28,19093,542,
2016,台中市,番茄,97,97,20175,1962,
2016,台南市,番茄,762,754,26482,19974,
2016,高雄市,番茄,968,968,24501,23717,
2016,宜蘭縣,番茄,88,88,23734,2078,
2016,新竹縣,番茄,62,62,19441,1200,
2016,苗栗縣,番茄,182,182,20615,3746,
2016,彰化縣,番茄,407,407,25224,10265,
2016,南投縣,番茄,446,446,23865,10633,
2016,雲林縣,番茄,553,553,25933,14346,
2016,嘉義縣,番茄,1085,1085,21385,23202,
2016,屏東縣,番茄,90,90,21000,1893,
2016,台東縣,番茄,154,154,28000,4313,
2016,花蓮縣,番茄,45,44,12689,563,
2016,澎湖縣,番茄,11,11,8989,94,
2016,基隆市,番茄,0,0,8133,0,
2016,新竹市,番茄,0,0,11674,5,
2016,嘉義市,番茄,5,5,13568,69,
2016,金門縣,番茄,0,0,21879,7,
2016,連江縣,番茄,-,-,-,-,
2016,新北市,番椒,2,2,8568,14,
2016,台北市,番椒,10,10,9873,103,
2016,桃園市,番椒,5,5,8414,45,
2016,台中市,番椒,107,107,8383,897,
2016,台南市,番椒,151,150,9135,1374,
2016,高雄市,番椒,233,233,9048,2106,
2016,宜蘭縣,番椒,4,4,9692,41,
2016,新竹縣,番椒,32,32,14076,451,
2016,苗栗縣,番椒,35,35,8412,291,
2016,彰化縣,番椒,94,94,9149,858,
2016,南投縣,番椒,437,437,14779,6463,
2016,雲林縣,番椒,345,345,12106,4181,
2016,嘉義縣,番椒,538,538,8752,4708,
2016,屏東縣,番椒,357,357,9940,3547,
2016,台東縣,番椒,69,69,8294,576,
2016,花蓮縣,番椒,68,67,8749,583,
2016,澎湖縣,番椒,3,3,6091,17,
2016,基隆市,番椒,-,-,-,-,
2016,新竹市,番椒,-,-,-,-,
2016,嘉義市,番椒,4,4,6711,24,
2016,金門縣,番椒,0,0,8622,2,
2016,連江縣,番椒,-,-,-,-,
2016,新北市,洋香瓜,0,0,18200,0,
2016,台北市,洋香瓜,0,0,8500,1,
2016,桃園市,洋香瓜,25,25,20647,516,
2016,台中市,洋香瓜,20,20,14005,279,
2016,台南市,洋香瓜,1520,1502,11706,17582,
2016,高雄市,洋香瓜,142,142,11768,1667,
2016,宜蘭縣,洋香瓜,39,39,15367,595,
2016,新竹縣,洋香瓜,15,15,12189,179,
2016,苗栗縣,洋香瓜,3,3,11383,39,
2016,彰化縣,洋香瓜,96,96,22942,2213,
2016,南投縣,洋香瓜,0,0,12348,3,
2016,雲林縣,洋香瓜,312,312,18509,5770,
2016,嘉義縣,洋香瓜,466,466,11455,5333,
2016,屏東縣,洋香瓜,130,130,12257,1589,
2016,台東縣,洋香瓜,0,0,7000,2,
2016,花蓮縣,洋香瓜,5,5,7464,35,
2016,澎湖縣,洋香瓜,43,42,10097,429,
2016,基隆市,洋香瓜,-,-,-,-,
2016,新竹市,洋香瓜,-,-,-,-,
2016,嘉義市,洋香瓜,0,0,6500,1,
2016,金門縣,洋香瓜,-,-,-,-,
2016,連江縣,洋香瓜,-,-,-,-,
2016,新北市,西瓜,53,53,15311,813,
2016,台北市,西瓜,-,-,-,-,
2016,桃園市,西瓜,192,192,21177,4071,
2016,台中市,西瓜,438,438,26332,11539,
2016,台南市,西瓜,2125,2115,12004,25387,
2016,高雄市,西瓜,681,681,13094,8912,
2016,宜蘭縣,西瓜,702,702,29648,20820,
2016,新竹縣,西瓜,60,60,17184,1029,
2016,苗栗縣,西瓜,278,278,20418,5685,
2016,彰化縣,西瓜,466,466,21643,10094,
2016,南投縣,西瓜,9,9,18651,173,
2016,雲林縣,西瓜,1499,1499,20107,30144,
2016,嘉義縣,西瓜,786,786,13327,10474,
2016,屏東縣,西瓜,1100,1100,14518,15974,
2016,台東縣,西瓜,98,98,19075,1868,
2016,花蓮縣,西瓜,2190,2184,24568,53660,
2016,澎湖縣,西瓜,51,50,8608,433,
2016,基隆市,西瓜,-,-,-,-,
2016,新竹市,西瓜,2,2,16000,24,
2016,嘉義市,西瓜,1,1,14027,15,
2016,金門縣,西瓜,1,1,16979,16,
2016,連江縣,西瓜,-,-,-,-,
2016,新北市,香瓜,2,2,9860,18,
2016,台北市,香瓜,0,0,7700,1,
2016,桃園市,香瓜,9,8,13950,115,
2016,台中市,香瓜,28,28,12668,356,
2016,台南市,香瓜,227,227,11448,2597,
2016,高雄市,香瓜,687,687,11638,7996,
2016,宜蘭縣,香瓜,44,44,14667,650,
2016,新竹縣,香瓜,9,9,10731,93,
2016,苗栗縣,香瓜,22,22,12111,263,
2016,彰化縣,香瓜,231,231,17576,4055,
2016,南投縣,香瓜,2,2,10760,25,
2016,雲林縣,香瓜,284,284,17229,4889,
2016,嘉義縣,香瓜,316,316,11323,3582,
2016,屏東縣,香瓜,481,481,10377,4988,
2016,台東縣,香瓜,5,5,8973,42,
2016,花蓮縣,香瓜,0,0,14000,6,
2016,澎湖縣,香瓜,-,-,-,-,
2016,基隆市,香瓜,-,-,-,-,
2016,新竹市,香瓜,-,-,-,-,
2016,嘉義市,香瓜,1,1,10808,8,
2016,金門縣,香瓜,-,-,-,-,
2016,連江縣,香瓜,-,-,-,-,
2016,新北市,草莓,0,0,3644,0,
2016,台北市,草莓,4,4,11883,48,
2016,桃園市,草莓,1,1,9620,7,
2016,台中市,草莓,6,6,10129,64,
2016,台南市,草莓,5,5,12930,58,
2016,高雄市,草莓,3,3,9842,29,
2016,宜蘭縣,草莓,-,-,-,-,
2016,新竹縣,草莓,14,14,9174,127,
2016,苗栗縣,草莓,500,500,14021,7009,
2016,彰化縣,草莓,1,1,4179,3,
2016,南投縣,草莓,8,8,8440,70,
2016,雲林縣,草莓,2,2,6351,13,
2016,嘉義縣,草莓,2,2,8059,14,
2016,屏東縣,草莓,1,1,7670,4,
2016,台東縣,草莓,2,2,11263,21,
2016,花蓮縣,草莓,2,2,8741,18,
2016,澎湖縣,草莓,-,-,-,-,
2016,基隆市,草莓,-,-,-,-,
2016,新竹市,草莓,-,-,-,-,
2016,嘉義市,草莓,-,-,-,-,
2016,金門縣,草莓,-,-,-,-,
2016,連江縣,草莓,-,-,-,-,
2016,新北市,其他果菜類,300,300,10929,3278,
2016,台北市,其他果菜類,84,84,8153,687,
2016,桃園市,其他果菜類,89,89,14666,1310,
2016,台中市,其他果菜類,238,238,12263,2915,
2016,台南市,其他果菜類,1668,1647,13751,22644,
2016,高雄市,其他果菜類,1298,1298,13240,17187,
2016,宜蘭縣,其他果菜類,141,141,17177,2428,
2016,新竹縣,其他果菜類,69,69,11401,784,
2016,苗栗縣,其他果菜類,238,238,13224,3147,
2016,彰化縣,其他果菜類,746,745,19704,14675,
2016,南投縣,其他果菜類,1217,1217,14451,17584,
2016,雲林縣,其他果菜類,1162,1162,19435,22576,
2016,嘉義縣,其他果菜類,1702,1702,12581,21414,
2016,屏東縣,其他果菜類,1515,1514,12915,19558,
2016,台東縣,其他果菜類,625,623,19449,12126,
2016,花蓮縣,其他果菜類,1011,1011,14959,15122,
2016,澎湖縣,其他果菜類,47,47,11350,536,
2016,基隆市,其他果菜類,7,7,9609,64,
2016,新竹市,其他果菜類,9,8,12810,106,
2016,嘉義市,其他果菜類,29,29,14351,416,
2016,金門縣,其他果菜類,2,2,20335,45,
2016,連江縣,其他果菜類,-,-,-,-,
2015,新北市,蘿蔔,81.92,81.92,30553.3813476563,2502.933,
2015,台北市,蘿蔔,59.68,59.68,9414.02479892761,561.829,
2015,桃園市,蘿蔔,15.35,15.35,19872.3127035831,305.04,
2015,台中市,蘿蔔,74.1,74.1,32040.2429149798,2374.182,
2015,台南市,蘿蔔,201.18,201.18,49297.0275375286,9917.576,
2015,高雄市,蘿蔔,409.39,409.39,37621.004421212,15401.663,
2015,宜蘭縣,蘿蔔,30.17,30.17,28263.3410672854,852.705,
2015,新竹縣,蘿蔔,48.73,48.73,19792.0788015596,964.468,
2015,苗栗縣,蘿蔔,82.17,82.17,23665.0967506389,1944.561,
2015,彰化縣,蘿蔔,339.65,339.65,36970.881790078,12557.16,
2015,南投縣,蘿蔔,99.75,99.75,15728.8220551378,1568.95,
2015,雲林縣,蘿蔔,712.72,712.72,44626.8857335279,31806.474,
2015,嘉義縣,蘿蔔,181.27,175.78,38927.5799294573,6842.69,
2015,屏東縣,蘿蔔,41.28,41.28,18511.0707364341,764.137,
2015,台東縣,蘿蔔,22.17,22.17,22512.1786197564,499.095,
2015,花蓮縣,蘿蔔,53.05,53.05,13507.1630537229,716.555,
2015,澎湖縣,蘿蔔,5.48,5.48,9591.05839416058,52.559,
2015,基隆市,蘿蔔,0.89,0.89,9960.67415730337,8.865,
2015,新竹市,蘿蔔,2.6,2.6,14178.8461538462,36.865,
2015,嘉義市,蘿蔔,0,0,0,0,
2015,金門縣,蘿蔔,1.64,1.64,25643.2926829268,42.055,
2015,連江縣,蘿蔔,0,0,0,0,
2015,新北市,胡蘿蔔,8.17,8.17,16044.9204406365,131.087,
2015,台北市,胡蘿蔔,11.6,11.6,12677.2413793103,147.056,
2015,桃園市,胡蘿蔔,0.77,0.77,16337.6623376623,12.58,
2015,台中市,胡蘿蔔,20.26,20.26,31067.9170779862,629.436,
2015,台南市,胡蘿蔔,634.87,634.87,64002.7107911856,40633.401,
2015,高雄市,胡蘿蔔,2.86,2.86,31527.6223776224,90.169,
2015,宜蘭縣,胡蘿蔔,1.61,1.61,17481.3664596273,28.145,
2015,新竹縣,胡蘿蔔,1.77,1.77,18203.3898305085,32.22,
2015,苗栗縣,胡蘿蔔,0.2,0.2,24825,4.965,
2015,彰化縣,胡蘿蔔,597.49,597.49,39628.7636613165,23677.79,
2015,南投縣,胡蘿蔔,0,0,0,0,
2015,雲林縣,胡蘿蔔,1071.79,1071.79,40490.2452905886,43397.04,
2015,嘉義縣,胡蘿蔔,1.56,1.56,23301.2820512821,36.35,
2015,屏東縣,胡蘿蔔,0.18,0.18,16444.4444444444,2.96,
2015,台東縣,胡蘿蔔,0.09,0.09,14555.5555555556,1.31,
2015,花蓮縣,胡蘿蔔,1.48,1.48,15966.8918918919,23.631,
2015,澎湖縣,胡蘿蔔,8.7,8.7,10056.5517241379,87.492,
2015,基隆市,胡蘿蔔,0,0,0,0,
2015,新竹市,胡蘿蔔,0.33,0.33,14669.696969697,4.841,
2015,嘉義市,胡蘿蔔,0,0,0,0,
2015,金門縣,胡蘿蔔,0.64,0.64,24923.4375,15.951,
2015,連江縣,胡蘿蔔,0,0,0,0,
2015,新北市,其他根菜類,1.12,1.12,15000,16.8,
2015,台北市,其他根菜類,0,0,0,0,
2015,桃園市,其他根菜類,0,0,0,0,
2015,台中市,其他根菜類,3.88,3.88,22709.793814433,88.114,
2015,台南市,其他根菜類,40.04,40.04,19753.2967032967,790.922,
2015,高雄市,其他根菜類,124.42,124.42,18887.9601350265,2350.04,
2015,宜蘭縣,其他根菜類,2.67,2.67,20737.8277153558,55.37,
2015,新竹縣,其他根菜類,0,0,0,0,
2015,苗栗縣,其他根菜類,0,0,0,0,
2015,彰化縣,其他根菜類,9.33,9.33,20163.9871382637,188.13,
2015,南投縣,其他根菜類,0,0,0,0,
2015,雲林縣,其他根菜類,167.85,167.85,28295.9249329759,4749.471,
2015,嘉義縣,其他根菜類,188.95,188.95,30825.5093940196,5824.48,
2015,屏東縣,其他根菜類,121.89,121.89,21120.428254984,2574.369,
2015,台東縣,其他根菜類,0.2,0.2,9000,1.8,
2015,花蓮縣,其他根菜類,0.04,0.04,14000,0.56,
2015,澎湖縣,其他根菜類,0,0,0,0,
2015,基隆市,其他根菜類,0,0,0,0,
2015,新竹市,其他根菜類,0,0,0,0,
2015,嘉義市,其他根菜類,0,0,0,0,
2015,金門縣,其他根菜類,0,0,0,0,
2015,連江縣,其他根菜類,0,0,0,0,
2015,新北市,薑,6.43,6.43,18552.566096423,119.293,
2015,台北市,薑,2.17,2.17,8300,18.011,
2015,桃園市,薑,7.64,7.64,39134.8167539267,298.99,
2015,台中市,薑,56.52,56.52,17127.8485491861,968.066,
2015,台南市,薑,2.6,2.6,25623.0769230769,66.62,
2015,高雄市,薑,32.9,32.9,21337.9939209726,702.02,
2015,宜蘭縣,薑,48.83,48.83,28651.4847429859,1399.052,
2015,新竹縣,薑,16.39,16.39,17535.0823672971,287.4,
2015,苗栗縣,薑,88.29,88.29,22562.0115528372,1992,
2015,彰化縣,薑,0.36,0.36,17777.7777777778,6.4,
2015,南投縣,薑,219.66,219.66,35323.5910042793,7759.18,
2015,雲林縣,薑,33.02,33.02,24746.8201090248,817.14,
2015,嘉義縣,薑,32.21,32.21,37875.1940391183,1219.96,
2015,屏東縣,薑,10.41,10.41,17303.4582132565,180.129,
2015,台東縣,薑,274.95,274.95,29567.3831605746,8129.552,
2015,花蓮縣,薑,29.39,29.39,16510.3096291256,485.238,
2015,澎湖縣,薑,0,0,0,0,
2015,基隆市,薑,0,0,0,0,
2015,新竹市,薑,0,0,0,0,
2015,嘉義市,薑,1,1,16000,16,
2015,金門縣,薑,0.02,0.02,22100,0.442,
2015,連江縣,薑,0,0,0,0,
2015,新北市,芋,79.65,79.65,11741.5693659761,935.216,
2015,台北市,芋,3.5,3.5,14114.2857142857,49.4,
2015,桃園市,芋,2.3,2.3,14591.3043478261,33.56,
2015,台中市,芋,774.85,774.85,17645.7236884558,13672.789,
2015,台南市,芋,83.51,83.51,21676.7812238055,1810.228,
2015,高雄市,芋,61.37,61.37,13871.7777415675,851.311,
2015,宜蘭縣,芋,25.81,25.81,13773.2661759008,355.488,
2015,新竹縣,芋,20.29,20.29,14507.1463775259,294.35,
2015,苗栗縣,芋,576.31,576.31,15738.3265950617,9070.155,
2015,彰化縣,芋,26.1,26.1,20784.6743295019,542.48,
2015,南投縣,芋,19.25,19.25,12253.6623376623,235.883,
2015,雲林縣,芋,77.36,77.36,22709.9017580145,1756.838,
2015,嘉義縣,芋,40.35,40.35,16388.302354399,661.268,
2015,屏東縣,芋,423.86,423.86,15885.6273297787,6733.282,
2015,台東縣,芋,103.29,103.29,7403.62087326944,764.72,
2015,花蓮縣,芋,121.65,121.65,15899.893136046,1934.222,
2015,澎湖縣,芋,0.19,0.15,6126.66666666667,0.919,
2015,基隆市,芋,0.04,0.04,9725,0.389,
2015,新竹市,芋,4.32,4.32,13247.6851851852,57.23,
2015,嘉義市,芋,1.56,1.56,13878.8461538462,21.651,
2015,金門縣,芋,23.02,23.02,27200,626.144,
2015,連江縣,芋,0,0,0,0,
2015,新北市,馬鈴薯,0.05,0.05,20000,1,
2015,台北市,馬鈴薯,0,0,0,0,
2015,桃園市,馬鈴薯,0,0,0,0,
2015,台中市,馬鈴薯,474.34,474.34,27798.5790782983,13185.978,
2015,台南市,馬鈴薯,76.56,76.56,22251.828631139,1703.6,
2015,高雄市,馬鈴薯,0,0,0,0,
2015,宜蘭縣,馬鈴薯,0,0,0,0,
2015,新竹縣,馬鈴薯,0.1,0.1,15000,1.5,
2015,苗栗縣,馬鈴薯,3.5,3.5,18385.7142857143,64.35,
2015,彰化縣,馬鈴薯,2.24,2.24,24332.5892857143,54.505,
2015,南投縣,馬鈴薯,0.5,0.5,15000,7.5,
2015,雲林縣,馬鈴薯,1326.2,1326.2,25836.9205248077,34264.924,
2015,嘉義縣,馬鈴薯,623.56,623.56,23709.4617999872,14784.272,
2015,屏東縣,馬鈴薯,0,0,0,0,
2015,台東縣,馬鈴薯,0,0,0,0,
2015,花蓮縣,馬鈴薯,0.7,0.7,18500,12.95,
2015,澎湖縣,馬鈴薯,0,0,0,0,
2015,基隆市,馬鈴薯,0,0,0,0,
2015,新竹市,馬鈴薯,0,0,0,0,
2015,嘉義市,馬鈴薯,8,8,15500,124,
2015,金門縣,馬鈴薯,2.41,2.41,18889.2116182573,45.523,
2015,連江縣,馬鈴薯,0,0,0,0,
2015,新北市,蔥,96.43,96.43,12569.0760136887,1212.036,
2015,台北市,蔥,10.35,10.35,10993.2367149758,113.78,
2015,桃園市,蔥,26.51,26.51,17976.046774802,476.545,
2015,台中市,蔥,121.08,121.08,20154.2699041956,2440.279,
2015,台南市,蔥,34.47,34.47,16195.6774006382,558.265,
2015,高雄市,蔥,177.54,177.54,14892.0806578799,2643.94,
2015,宜蘭縣,蔥,678.66,678.66,18723.3843161524,12706.812,
2015,新竹縣,蔥,39.19,39.19,16894.0290890533,662.077,
2015,苗栗縣,蔥,54.2,54.2,13505.258302583,731.985,
2015,彰化縣,蔥,1643.5,1643.5,24832.1886218436,40811.702,
2015,南投縣,蔥,13.2,13.2,12647.7272727273,166.95,
2015,雲林縣,蔥,1426.21,1426.21,21869.7646209184,31190.877,
2015,嘉義縣,蔥,85.16,85.16,15549.8590887741,1324.226,
2015,屏東縣,蔥,57.01,57.01,16269.9877214524,927.552,
2015,台東縣,蔥,11.72,11.72,15152.2184300341,177.584,
2015,花蓮縣,蔥,56.83,56.83,12048.6010909731,684.722,
2015,澎湖縣,蔥,24.24,24.21,7875.6712102437,190.67,
2015,基隆市,蔥,0.48,0.48,9831.25,4.719,
2015,新竹市,蔥,5.07,5.07,16987.3767258383,86.126,
2015,嘉義市,蔥,0.53,0.53,12273.5849056604,6.505,
2015,金門縣,蔥,1.59,1.59,18489.9371069182,29.399,
2015,連江縣,蔥,0,0,0,0,
2015,新北市,蔥頭,0,0,0,0,
2015,台北市,蔥頭,0,0,0,0,
2015,桃園市,蔥頭,0,0,0,0,
2015,台中市,蔥頭,0.15,0.15,19673.3333333333,2.951,
2015,台南市,蔥頭,912.78,912.78,11075.7663401915,10109.738,
2015,高雄市,蔥頭,0.01,0.01,8000,0.08,
2015,宜蘭縣,蔥頭,0.6,0.6,8550,5.13,
2015,新竹縣,蔥頭,0.01,0.01,10500,0.105,
2015,苗栗縣,蔥頭,0,0,0,0,
2015,彰化縣,蔥頭,0.29,0.29,9406.89655172414,2.728,
2015,南投縣,蔥頭,0,0,0,0,
2015,雲林縣,蔥頭,51.63,51.63,11022.6999806314,569.102,
2015,嘉義縣,蔥頭,74.69,74.69,10928.5044852055,816.25,
2015,屏東縣,蔥頭,0,0,0,0,
2015,台東縣,蔥頭,0.6,0.6,10000,6,
2015,花蓮縣,蔥頭,0.1,0.1,10480,1.048,
2015,澎湖縣,蔥頭,0,0,0,0,
2015,基隆市,蔥頭,0,0,0,0,
2015,新竹市,蔥頭,0,0,0,0,
2015,嘉義市,蔥頭,0,0,0,0,
2015,金門縣,蔥頭,0,0,0,0,
2015,連江縣,蔥頭,0,0,0,0,
2015,新北市,洋蔥,0,0,0,0,
2015,台北市,洋蔥,0,0,0,0,
2015,桃園市,洋蔥,0,0,0,0,
2015,台中市,洋蔥,0.25,0.25,50500,12.625,
2015,台南市,洋蔥,9.17,9.17,40133.1515812432,368.021,
2015,高雄市,洋蔥,63.66,63.66,51096.5441407477,3252.806,
2015,宜蘭縣,洋蔥,0,0,0,0,
2015,新竹縣,洋蔥,0,0,0,0,
2015,苗栗縣,洋蔥,0,0,0,0,
2015,彰化縣,洋蔥,302.66,302.66,45047.7962069649,13634.166,
2015,南投縣,洋蔥,0,0,0,0,
2015,雲林縣,洋蔥,198.79,198.79,36461.5976658786,7248.201,
2015,嘉義縣,洋蔥,86.04,86.04,55701.3017201302,4792.54,
2015,屏東縣,洋蔥,404.44,404.44,64443.2276728316,26063.419,
