年度,地區別,雜糧類別,種植面積,收穫面積,每公頃平均產量,產量,
2011,南投縣,食用玉蜀黍,229.17,229.17,7975.64,1827.777,
2011,雲林縣,食用玉蜀黍,5201.16,5201.16,8816.35,45855.271,
2011,嘉義縣,食用玉蜀黍,1496.02,1496.02,6271.08,9381.659,
2011,屏東縣,食用玉蜀黍,752.02,751.97,6207.42,4667.793,
2011,台東縣,食用玉蜀黍,168.03,168.03,5718.16,960.822,
2011,花蓮縣,食用玉蜀黍,377.31,376.41,4733.51,1781.742,
2011,澎湖縣,食用玉蜀黍,40.81,40.81,7112.25,290.251,
2011,基隆市,食用玉蜀黍,0.01,0.01,3500,0.035,
2011,新竹市,食用玉蜀黍,21.31,21.31,5105.35,108.795,
2011,嘉義市,食用玉蜀黍,14.6,14.6,6332.12,92.449,
2011,金門縣,食用玉蜀黍,1.63,1.63,7123.31,11.611,
2011,連江縣,食用玉蜀黍,0,0,0,0,
2011,新北市,粟,0,0,0,0,
2011,台北市,粟,0,0,0,0,
2011,台中市,粟,0.31,0.31,1000,0.31,
2011,台南市,粟,0,0,0,0,
2011,高雄市,粟,8.8,8.8,2663.64,23.44,
2011,宜蘭縣,粟,1.65,1.65,1700,2.805,
2011,桃園縣,粟,0,0,0,0,
2011,新竹縣,粟,0,0,0,0,
2011,苗栗縣,粟,0,0,0,0,
2011,彰化縣,粟,0,0,0,0,
2011,南投縣,粟,0,0,0,0,
2011,雲林縣,粟,0,0,0,0,
2011,嘉義縣,粟,0,0,0,0,
2011,屏東縣,粟,74.43,74.43,1897.29,141.215,
2011,台東縣,粟,102.73,102.73,1530.2,157.197,
2011,花蓮縣,粟,0,0,0,0,
2011,澎湖縣,粟,0,0,0,0,
2011,基隆市,粟,0,0,0,0,
2011,新竹市,粟,0,0,0,0,
2011,嘉義市,粟,0,0,0,0,
2011,金門縣,粟,0,0,0,0,
2011,連江縣,粟,0,0,0,0,
2011,新北市,蜀黍,0,0,0,0,
2011,台北市,蜀黍,0,0,0,0,
2011,台中市,蜀黍,0.45,0.45,5955.56,2.68,
2011,台南市,蜀黍,0,0,0,0,
2011,高雄市,蜀黍,0,0,0,0,
2011,宜蘭縣,蜀黍,0.28,0.28,4500,1.26,
2011,桃園縣,蜀黍,0,0,0,0,
2011,新竹縣,蜀黍,0,0,0,0,
2011,苗栗縣,蜀黍,0,0,0,0,
2011,彰化縣,蜀黍,1,1,2500,2.5,
2011,南投縣,蜀黍,0,0,0,0,
2011,雲林縣,蜀黍,4.47,4.47,4827.74,21.58,
2011,嘉義縣,蜀黍,3.71,3.71,3176.55,11.785,
2011,屏東縣,蜀黍,1.87,1.87,3617.65,6.765,
2011,台東縣,蜀黍,3.6,3.6,1793.06,6.455,
2011,花蓮縣,蜀黍,0,0,0,0,
2011,澎湖縣,蜀黍,0.15,0.15,2000,0.3,
2011,基隆市,蜀黍,0,0,0,0,
2011,新竹市,蜀黍,0,0,0,0,
2011,嘉義市,蜀黍,0,0,0,0,
2011,金門縣,蜀黍,2186.01,1818.95,1848.85,3362.965,
2011,連江縣,蜀黍,0,0,0,0,
2011,新北市,其他糧食作物,0,0,0,0,
2011,台北市,其他糧食作物,0,0,0,0,
2011,台中市,其他糧食作物,32.45,32.45,2364.38,76.724,
2011,台南市,其他糧食作物,1.66,1.66,2609.64,4.332,
2011,高雄市,其他糧食作物,2.66,2.36,2016.53,4.759,
2011,宜蘭縣,其他糧食作物,0.25,0.25,3100,0.775,
2011,桃園縣,其他糧食作物,0.3,0.3,5020,1.506,
2011,新竹縣,其他糧食作物,35.21,35.21,2000,70.42,
2011,苗栗縣,其他糧食作物,11.45,11.45,1490.66,17.068,
2011,彰化縣,其他糧食作物,33.46,33.46,2170.11,72.612,
2011,南投縣,其他糧食作物,9.7,9.7,3288.35,31.897,
2011,雲林縣,其他糧食作物,10.1,10.1,1843.56,18.62,
2011,嘉義縣,其他糧食作物,26.27,26.27,1741.76,45.756,
2011,屏東縣,其他糧食作物,22.2,22.2,2801.94,62.203,
2011,台東縣,其他糧食作物,22.58,22.58,1477.41,33.36,
2011,花蓮縣,其他糧食作物,5.89,5.89,2570.46,15.14,
2011,澎湖縣,其他糧食作物,0,0,0,0,
2011,基隆市,其他糧食作物,0,0,0,0,
2011,新竹市,其他糧食作物,0,0,0,0,
2011,嘉義市,其他糧食作物,0,0,0,0,
2011,金門縣,其他糧食作物,0,0,0,0,
2011,連江縣,其他糧食作物,0,0,0,0,
2011,新北市,大豆,0,0,0,0,
2011,台北市,大豆,0,0,0,0,
2011,台中市,大豆,0,0,0,0,
2011,台南市,大豆,28.46,28.46,1810.54,51.528,
2011,高雄市,大豆,3.35,3.35,1969.55,6.598,
2011,宜蘭縣,大豆,0.85,0.85,1982.35,1.685,
2011,桃園縣,大豆,0.5,0.5,2000,1,
2011,新竹縣,大豆,0,0,0,0,
2011,苗栗縣,大豆,0,0,0,0,
2011,彰化縣,大豆,0,0,0,0,
2011,南投縣,大豆,0,0,0,0,
2011,雲林縣,大豆,10.2,10.2,2466.67,25.16,
2011,嘉義縣,大豆,0.5,0.5,1500,0.75,
2011,屏東縣,大豆,9.8,9.8,1708.16,16.74,
2011,台東縣,大豆,0,0,0,0,
2011,花蓮縣,大豆,0.9,0.9,1383.33,1.245,
2011,澎湖縣,大豆,0,0,0,0,
2011,基隆市,大豆,0,0,0,0,
2011,新竹市,大豆,0,0,0,0,
2011,嘉義市,大豆,0,0,0,0,
2011,金門縣,大豆,0,0,0,0,
2011,連江縣,大豆,0,0,0,0,
2011,新北市,花豆,0,0,0,0,
2011,台北市,花豆,0,0,0,0,
2011,台中市,花豆,0,0,0,0,
2011,台南市,花豆,1.96,1.96,1979.59,3.88,
2011,高雄市,花豆,0,0,0,0,
2011,宜蘭縣,花豆,0.05,0.05,2500,0.125,
2011,桃園縣,花豆,0,0,0,0,
2011,新竹縣,花豆,0,0,0,0,
2011,苗栗縣,花豆,0,0,0,0,
2011,彰化縣,花豆,25.43,25.43,2002.67,50.928,
2011,南投縣,花豆,1,1,1200,1.2,
2011,雲林縣,花豆,0,0,0,0,
2011,嘉義縣,花豆,0.15,0.15,1600,0.24,
2011,屏東縣,花豆,0,0,0,0,
2011,台東縣,花豆,0.61,0.61,1795.08,1.095,
2011,花蓮縣,花豆,0.1,0.1,1000,0.1,
2011,澎湖縣,花豆,0,0,0,0,
2011,基隆市,花豆,0,0,0,0,
2011,新竹市,花豆,0,0,0,0,
2011,嘉義市,花豆,0,0,0,0,
2011,金門縣,花豆,0,0,0,0,
2011,連江縣,花豆,0,0,0,0,
2011,新北市,綠豆,0,0,0,0,
2011,台北市,綠豆,0,0,0,0,
2011,台中市,綠豆,0.01,0.01,800,0.008,
2011,台南市,綠豆,28.39,28.39,883.52,25.083,
2011,高雄市,綠豆,1.06,1.06,1234.91,1.309,
2011,宜蘭縣,綠豆,0,0,0,0,
2011,桃園縣,綠豆,0,0,0,0,
2011,新竹縣,綠豆,0,0,0,0,
2011,苗栗縣,綠豆,0,0,0,0,
2011,彰化縣,綠豆,0,0,0,0,
2011,南投縣,綠豆,0,0,0,0,
2011,雲林縣,綠豆,0,0,0,0,
2011,嘉義縣,綠豆,5.76,5.76,1073.61,6.184,
2011,屏東縣,綠豆,1,1,1000,1,
2011,台東縣,綠豆,1,1,650,0.65,
2011,花蓮縣,綠豆,12.6,12.6,704.76,8.88,
2011,澎湖縣,綠豆,0,0,0,0,
2011,基隆市,綠豆,0,0,0,0,
2011,新竹市,綠豆,0,0,0,0,
2011,嘉義市,綠豆,0,0,0,0,
2011,金門縣,綠豆,0,0,0,0,
2011,連江縣,綠豆,0,0,0,0,
2011,新北市,紅豆,0,0,0,0,
2011,台北市,紅豆,0,0,0,0,
2011,台中市,紅豆,0,0,0,0,
2011,台南市,紅豆,133.6,133.6,1838.56,245.632,
2011,高雄市,紅豆,906.02,906.02,2147.38,1945.571,
2011,宜蘭縣,紅豆,0,0,0,0,
2011,桃園縣,紅豆,0,0,0,0,
2011,新竹縣,紅豆,0,0,0,0,
2011,苗栗縣,紅豆,0,0,0,0,
2011,彰化縣,紅豆,1,1,1500,1.5,
2011,南投縣,紅豆,0,0,0,0,
2011,雲林縣,紅豆,3.47,3.47,1300,4.511,
2011,嘉義縣,紅豆,31.85,31.85,1998.78,63.661,
2011,屏東縣,紅豆,4522.72,4522.72,2041.09,9231.273,
2011,台東縣,紅豆,2,2,2500,5,
2011,花蓮縣,紅豆,0.3,0.3,1350,0.405,
2011,澎湖縣,紅豆,0,0,0,0,
2011,基隆市,紅豆,0,0,0,0,
2011,新竹市,紅豆,0,0,0,0,
2011,嘉義市,紅豆,0.2,0.2,1100,0.22,
2011,金門縣,紅豆,0,0,0,0,
2011,連江縣,紅豆,0,0,0,0,
2011,新北市,落花生,35.26,35.26,1571.33,55.405,
2011,台北市,落花生,0,0,0,0,
2011,台中市,落花生,307.13,307.13,2382.3,731.677,
2011,台南市,落花生,440.61,440.61,2846.55,1254.219,
2011,高雄市,落花生,128.31,128.31,2322.89,298.05,
2011,宜蘭縣,落花生,120.52,120.52,2506.67,302.104,
2011,桃園縣,落花生,3.92,3.92,2066.84,8.102,
2011,新竹縣,落花生,8.03,8.03,2609.34,20.953,
2011,苗栗縣,落花生,130.69,130.69,2406.25,314.473,
2011,彰化縣,落花生,3447.23,3447.23,2753.96,9493.528,
2011,南投縣,落花生,24.33,23.93,2146.09,51.356,
2011,雲林縣,落花生,17273.52,17273.1,3049.36,52671.833,
2011,嘉義縣,落花生,780.25,780.25,2162.68,1687.433,
2011,屏東縣,落花生,165.6,165.6,3217.95,532.893,
2011,台東縣,落花生,27.86,27.86,1590.31,44.306,
2011,花蓮縣,落花生,260.92,258.47,1896.98,490.312,
2011,澎湖縣,落花生,174.88,174.88,1125.73,196.867,
2011,基隆市,落花生,0.37,0.37,1067.57,0.395,
2011,新竹市,落花生,4.5,4.5,2244.22,10.099,
2011,嘉義市,落花生,0.5,0.5,1400,0.7,
2011,金門縣,落花生,34.48,34.48,1918.76,66.159,
2011,連江縣,落花生,0,0,0,0,
2011,新北市,其他豆類,0,0,0,0,
2011,台北市,其他豆類,0,0,0,0,
2011,台中市,其他豆類,3.73,3.73,1400.54,5.224,
2011,台南市,其他豆類,10.45,10.45,1420.29,14.842,
2011,高雄市,其他豆類,31.67,31.67,2298.99,72.809,
2011,宜蘭縣,其他豆類,0.28,0.28,2000,0.56,
2011,桃園縣,其他豆類,11.44,11.44,2011.19,23.008,
2011,新竹縣,其他豆類,108.23,108.23,1210.48,131.01,
2011,苗栗縣,其他豆類,1,1,1050,1.05,
2011,彰化縣,其他豆類,2.1,2.1,1733.33,3.64,
2011,南投縣,其他豆類,0,0,0,0,
2011,雲林縣,其他豆類,42.58,42.58,1975.86,84.132,
2011,嘉義縣,其他豆類,5.75,5.75,1540.52,8.858,
2011,屏東縣,其他豆類,91.35,91.35,2005.88,183.237,
2011,台東縣,其他豆類,68.12,67.92,2007.92,136.378,
2011,花蓮縣,其他豆類,18.34,18.34,1403.87,25.747,
2011,澎湖縣,其他豆類,0,0,0,0,
2011,基隆市,其他豆類,0,0,0,0,
2011,新竹市,其他豆類,0,0,0,0,
2011,嘉義市,其他豆類,0,0,0,0,
2011,金門縣,其他豆類,0,0,0,0,
2011,連江縣,其他豆類,0,0,0,0,

